Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
IBM,APAC,Greenland,HR,Mainframe services,150k,93,28,47,2018,4115,Weekly,19,3499,63,6,20,14,International,Blockchain
Genpact,APAC,Sri Lanka,Consulting,Service Desk,100k,83,20,29,2018,2161,Monthly,10,9424,76,7,20,20,Local,GPS Tracking
Genpact,APAC,Belgium,HR,Applications Development & Maintenance,150k,87,11,13,2017,1369,Monthly,7,3770,89,10,11,27,National,IoT Sensors
IBM,APAC,Hungary,HR,Mainframe services,150k,88,21,47,2016,9482,Weekly,15,8292,67,6,20,17,National,Blockchain
Capgemini,North America,Montenegro,HR,Service Desk,100k,70,23,13,2014,6538,Monthly,5,7004,83,10,17,21,National,GPS Tracking
IBM,Europe,Anguilla,IT & Infrastructure,Applications Development & Maintenance,150k,77,12,16,2018,2194,Weekly,5,9338,86,10,14,29,International,IoT Sensors
Infosys,Europe,Bermuda,Consulting,Applications Development,100k,100,7,10,2016,5432,Weekly,1,783,92,10,8,23,Local,RFID
Capgemini,North America,Congo,IT & Infrastructure,Applications Development,100k,70,4,6,2014,1431,Weekly,5,3314,95,10,5,18,International,RFID
Infosys,North America,Tajikistan,Consulting,Service Desk,100k,92,15,27,2016,8040,Monthly,15,7093,80,8,20,19,International,GPS Tracking
IBM,APAC,Bermuda,Consulting,Applications Development & Maintenance,150k,83,11,29,2014,4902,Daily,8,3901,81,9,19,23,Local,IoT Sensors
Infosys,Europe,Mali,IT & Infrastructure,Applications Development,100k,96,9,10,2014,2255,Daily,4,1028,91,10,9,12,Local,RFID
Genpact,North America,Philippines,IT & Infrastructure,Service Desk,100k,89,15,20,2018,8843,Daily,9,2105,83,10,17,17,International,GPS Tracking
IBM,APAC,United Arab Emirates,Consulting,Applications Development,100k,92,9,4,2017,7011,Daily,3,9134,94,10,6,19,National,RFID
Infosys,APAC,Gambia,Consulting,Applications Development & Maintenance,150k,98,15,27,2018,8966,Monthly,7,4683,80,8,20,28,Local,IoT Sensors
Genpact,APAC,Estonia,Consulting,Applications Development & Maintenance,150k,93,13,19,2016,1587,Daily,9,3951,85,10,15,35,International,IoT Sensors
Infosys,North America,Zambia,Consulting,Service Desk,100k,88,16,10,2018,5921,Monthly,12,1484,87,10,13,19,Local,GPS Tracking
Capgemini,North America,Lebanon,IT & Infrastructure,Mainframe services,150k,77,27,20,2016,7214,Monthly,16,3121,77,7,20,24,International,Blockchain
IBM,APAC,Montenegro,HR,Service Desk,100k,94,25,19,2017,5301,Monthly,5,9782,79,7,20,12,Local,GPS Tracking
Infosys,APAC,Nicaragua,HR,Applications Development,100k,82,7,7,2017,9761,Weekly,5,7694,94,10,6,24,National,RFID
Genpact,APAC,Marshall Islands,Consulting,Mainframe services,150k,95,27,43,2017,2401,Daily,16,4194,66,6,20,19,International,Blockchain
IBM,North America,Guatemala,Consulting,Mainframe services,150k,91,26,21,2017,1202,Weekly,19,2136,77,7,20,31,National,Blockchain
Capgemini,APAC,Lao People's Democratic Republic,Consulting,Mainframe services,150k,71,27,34,2017,8867,Weekly,12,9219,70,7,20,12,Local,Blockchain
IBM,APAC,Qatar,Consulting,Service Desk,100k,75,16,18,2017,5524,Daily,14,4352,83,10,17,21,National,GPS Tracking
Infosys,APAC,Dominican Republic,IT & Infrastructure,Applications Development & Maintenance,150k,90,12,14,2014,4018,Daily,10,8402,87,10,13,31,National,IoT Sensors
IBM,North America,Somalia,IT & Infrastructure,Mainframe services,150k,91,23,21,2017,9854,Daily,18,832,79,7,20,34,International,Blockchain
Infosys,Europe,Trinidad and Tobago,IT & Infrastructure,Applications Development & Maintenance,150k,77,11,26,2016,6337,Weekly,5,9444,82,9,18,26,National,IoT Sensors
Infosys,North America,Ecuador,HR,Service Desk,100k,95,21,19,2017,6488,Daily,15,6786,81,9,19,14,International,GPS Tracking
IBM,APAC,Nicaragua,Consulting,Mainframe services,150k,99,29,20,2016,1418,Weekly,14,1840,76,7,20,17,International,Blockchain
IBM,APAC,Eritrea,Consulting,Applications Development & Maintenance,150k,96,18,28,2014,3458,Weekly,9,6343,77,7,20,34,International,IoT Sensors
Capgemini,Europe,Malawi,HR,Applications Development,100k,73,10,9,2014,8738,Daily,2,8692,91,10,9,21,International,RFID
Genpact,North America,British Indian Ocean Territory (Chagos Archipelago),IT & Infrastructure,Service Desk,100k,95,18,28,2017,4782,Weekly,9,7568,77,7,20,16,National,GPS Tracking
Infosys,North America,Madagascar,HR,Applications Development,100k,86,8,7,2014,6935,Monthly,2,8032,93,10,7,17,International,RFID
Genpact,North America,Croatia,HR,Applications Development & Maintenance,150k,88,13,28,2016,5264,Weekly,8,4800,80,8,20,16,National,IoT Sensors
Genpact,Europe,Korea,Consulting,Mainframe services,150k,90,26,33,2016,3947,Daily,11,7539,71,7,20,28,Local,Blockchain
Capgemini,Europe,Cocos (Keeling) Islands,IT & Infrastructure,Applications Development & Maintenance,150k,74,14,27,2014,8068,Daily,8,492,80,8,20,34,International,IoT Sensors
Capgemini,North America,Uruguay,IT & Infrastructure,Applications Development & Maintenance,150k,82,18,26,2016,5806,Daily,6,2050,78,7,20,24,National,IoT Sensors
Infosys,APAC,Croatia,HR,Mainframe services,150k,99,29,23,2017,8354,Monthly,19,6799,75,7,20,35,International,Blockchain
Genpact,Europe,Timor-Leste,IT & Infrastructure,Service Desk,100k,93,19,25,2014,3494,Monthly,11,227,79,7,20,23,International,GPS Tracking
Capgemini,APAC,Lithuania,HR,Mainframe services,150k,93,27,32,2017,2587,Monthly,20,3905,71,7,20,22,National,Blockchain
Capgemini,North America,Israel,Consulting,Service Desk,100k,82,24,26,2017,3923,Weekly,5,2446,75,7,20,20,Local,GPS Tracking
IBM,APAC,Italy,Consulting,Applications Development & Maintenance,150k,79,14,28,2016,2942,Weekly,9,4816,79,7,20,31,National,IoT Sensors
Infosys,APAC,Brazil,HR,Service Desk,100k,78,17,19,2016,2572,Weekly,8,3488,83,10,17,16,International,GPS Tracking
Genpact,APAC,United Kingdom,Consulting,Applications Development & Maintenance,150k,96,10,27,2014,7054,Daily,9,3428,82,9,18,29,National,IoT Sensors
IBM,APAC,Kuwait,HR,Service Desk,100k,92,23,14,2014,8281,Monthly,12,7182,82,9,18,19,National,GPS Tracking
Infosys,North America,Saudi Arabia,IT & Infrastructure,Mainframe services,150k,93,24,43,2016,2218,Daily,12,5459,67,6,20,33,Local,Blockchain
Infosys,Europe,Micronesia,HR,Mainframe services,150k,80,30,43,2014,8100,Weekly,17,1745,64,6,20,28,International,Blockchain
Infosys,Europe,Serbia,HR,Mainframe services,150k,70,30,46,2016,3242,Daily,18,9706,62,6,20,32,National,Blockchain
Capgemini,APAC,Brazil,HR,Applications Development & Maintenance,150k,85,14,25,2017,3159,Monthly,6,3353,81,9,19,16,International,IoT Sensors
Capgemini,Europe,Slovakia (Slovak Republic),HR,Applications Development,100k,76,1,7,2016,1635,Monthly,2,6951,97,10,3,13,International,RFID
IBM,North America,Aruba,HR,Mainframe services,150k,91,30,38,2016,5916,Monthly,16,3899,66,6,20,19,National,Blockchain
Capgemini,North America,Gibraltar,IT & Infrastructure,Service Desk,100k,77,21,29,2014,5706,Weekly,15,6974,76,7,20,17,National,GPS Tracking
Capgemini,North America,Azerbaijan,HR,Mainframe services,150k,73,26,23,2017,7522,Daily,20,2198,76,7,20,17,National,Blockchain
IBM,North America,Ghana,HR,Service Desk,100k,76,25,17,2018,1996,Monthly,11,9312,80,8,20,12,National,GPS Tracking
Capgemini,North America,Cook Islands,Consulting,Mainframe services,150k,99,26,32,2014,5396,Monthly,15,8054,71,7,20,26,International,Blockchain
Capgemini,APAC,Central African Republic,HR,Applications Development & Maintenance,150k,98,10,19,2016,9782,Weekly,10,3478,86,10,14,26,International,IoT Sensors
Infosys,Europe,Tuvalu,IT & Infrastructure,Applications Development,100k,95,6,3,2018,2478,Monthly,5,5560,96,10,4,21,National,RFID
Genpact,APAC,British Virgin Islands,HR,Applications Development,100k,82,9,4,2016,5754,Monthly,1,2744,94,10,6,17,National,RFID
Infosys,APAC,Luxembourg,IT & Infrastructure,Mainframe services,150k,94,28,43,2014,9216,Weekly,13,6619,65,6,20,19,National,Blockchain
Genpact,APAC,China,Consulting,Applications Development,100k,93,5,1,2014,7190,Daily,3,6665,98,10,2,15,Local,RFID
Capgemini,APAC,Libyan Arab Jamahiriya,IT & Infrastructure,Mainframe services,150k,93,21,36,2016,2565,Daily,11,9736,72,7,20,35,National,Blockchain
Infosys,North America,Guyana,Consulting,Applications Development & Maintenance,150k,84,15,23,2016,2633,Monthly,7,4429,82,9,18,28,International,IoT Sensors
Capgemini,Europe,United Arab Emirates,Consulting,Service Desk,100k,85,21,12,2017,9736,Weekly,9,8400,84,10,16,15,Local,GPS Tracking
Infosys,North America,Namibia,IT & Infrastructure,Service Desk,100k,88,21,21,2014,7510,Daily,12,3902,80,8,20,24,National,GPS Tracking
IBM,APAC,Guatemala,HR,Mainframe services,150k,72,21,40,2014,3773,Weekly,19,3502,70,7,20,21,National,Blockchain
Genpact,APAC,Serbia,Consulting,Applications Development & Maintenance,150k,78,16,29,2018,6102,Daily,6,5635,78,7,20,27,Local,IoT Sensors
IBM,Europe,Uruguay,IT & Infrastructure,Applications Development,100k,94,10,7,2018,9938,Weekly,5,8288,92,10,8,12,National,RFID
Infosys,APAC,Ghana,Consulting,Applications Development & Maintenance,150k,92,17,26,2014,7155,Weekly,8,2185,79,7,20,29,Local,IoT Sensors
Capgemini,APAC,Macao,IT & Infrastructure,Applications Development & Maintenance,150k,98,11,15,2018,9113,Monthly,10,2897,88,10,12,18,International,IoT Sensors
IBM,APAC,Somalia,Consulting,Service Desk,100k,79,21,22,2017,9560,Daily,13,5381,79,7,20,12,International,GPS Tracking
Genpact,Europe,Qatar,HR,Mainframe services,150k,81,22,24,2017,8735,Monthly,20,7683,77,7,20,21,Local,Blockchain
Capgemini,APAC,Botswana,Consulting,Mainframe services,150k,83,22,36,2016,3463,Monthly,12,7808,71,7,20,34,Local,Blockchain
Capgemini,North America,Barbados,IT & Infrastructure,Applications Development,100k,71,4,2,2018,3563,Weekly,2,1193,97,10,3,20,National,RFID
IBM,North America,Moldova,HR,Applications Development & Maintenance,150k,93,10,16,2017,7017,Weekly,10,6707,87,10,13,20,National,IoT Sensors
Genpact,North America,Bulgaria,IT & Infrastructure,Applications Development & Maintenance,150k,78,12,13,2014,3075,Daily,9,8657,88,10,12,35,International,IoT Sensors
Capgemini,APAC,Greece,IT & Infrastructure,Service Desk,100k,70,24,29,2016,4546,Weekly,14,1596,74,7,20,16,International,GPS Tracking
Infosys,APAC,United Arab Emirates,IT & Infrastructure,Applications Development & Maintenance,150k,86,17,10,2018,7969,Daily,6,7828,87,10,13,22,National,IoT Sensors
Capgemini,North America,Peru,HR,Mainframe services,150k,85,23,37,2017,6107,Monthly,11,8652,71,7,20,24,National,Blockchain
Genpact,North America,Isle of Man,HR,Applications Development,100k,84,3,5,2018,5104,Monthly,2,2070,97,10,3,23,International,RFID
Capgemini,Europe,Lebanon,Consulting,Service Desk,100k,93,17,10,2018,4502,Monthly,10,9271,87,10,13,17,Local,GPS Tracking
IBM,Europe,Cuba,IT & Infrastructure,Service Desk,100k,70,15,16,2017,6381,Weekly,7,1641,85,10,15,19,National,GPS Tracking
IBM,Europe,Iraq,Consulting,Mainframe services,150k,82,29,28,2014,5145,Monthly,10,4592,72,7,20,13,International,Blockchain
Capgemini,North America,Palau,IT & Infrastructure,Applications Development,100k,85,8,10,2014,1625,Monthly,1,6154,91,10,9,22,Local,RFID
Capgemini,APAC,Uruguay,IT & Infrastructure,Applications Development & Maintenance,150k,84,12,14,2014,6148,Monthly,10,1697,87,10,13,14,International,IoT Sensors
IBM,Europe,Equatorial Guinea,Consulting,Mainframe services,150k,98,29,43,2016,7000,Daily,20,8559,65,6,20,12,Local,Blockchain
Genpact,Europe,Aruba,IT & Infrastructure,Service Desk,100k,93,25,11,2017,2375,Weekly,15,2927,83,10,17,13,National,GPS Tracking
Genpact,Europe,Botswana,HR,Applications Development,100k,96,4,9,2014,6098,Weekly,5,4585,94,10,6,18,International,RFID
Infosys,Europe,Oman,Consulting,Mainframe services,150k,72,27,38,2014,2483,Daily,15,3090,68,6,20,34,International,Blockchain
Genpact,APAC,Norfolk Island,IT & Infrastructure,Applications Development,100k,90,10,1,2017,8542,Daily,3,1431,95,10,5,24,International,RFID
Genpact,North America,Burundi,IT & Infrastructure,Applications Development & Maintenance,150k,82,20,16,2017,3916,Weekly,10,4670,82,9,18,35,Local,IoT Sensors
Genpact,North America,Jersey,Consulting,Mainframe services,150k,92,23,28,2018,5334,Weekly,13,1614,75,7,20,18,National,Blockchain
Capgemini,Europe,Romania,HR,Mainframe services,150k,96,25,44,2016,1601,Monthly,15,9688,66,6,20,32,National,Blockchain
IBM,APAC,Saint Pierre and Miquelon,Consulting,Applications Development & Maintenance,150k,92,13,23,2017,2486,Monthly,9,8509,83,10,17,23,Local,IoT Sensors
Genpact,North America,Australia,IT & Infrastructure,Mainframe services,150k,84,24,21,2017,7099,Daily,17,9336,78,7,20,15,National,Blockchain
Capgemini,North America,Canada,Consulting,Applications Development,100k,80,6,1,2014,4065,Weekly,1,5965,97,10,3,14,National,RFID
Capgemini,Europe,Hungary,HR,Applications Development & Maintenance,150k,92,12,10,2018,7542,Weekly,9,7859,89,10,11,26,Local,IoT Sensors
Capgemini,North America,Marshall Islands,IT & Infrastructure,Mainframe services,150k,99,29,30,2016,9306,Monthly,15,1867,71,7,20,27,National,Blockchain
Genpact,Europe,Latvia,IT & Infrastructure,Service Desk,100k,99,21,28,2017,9586,Weekly,14,3351,76,7,20,12,International,GPS Tracking
IBM,APAC,Greece,Consulting,Applications Development & Maintenance,150k,84,15,11,2018,3708,Daily,10,7646,88,10,12,14,Local,IoT Sensors
Genpact,APAC,Saint Kitts and Nevis,IT & Infrastructure,Applications Development & Maintenance,150k,83,14,19,2014,5009,Daily,6,2625,84,10,16,14,International,IoT Sensors
Capgemini,Europe,Netherlands Antilles,HR,Mainframe services,150k,82,22,31,2016,8738,Daily,17,6265,74,7,20,15,National,Blockchain
Genpact,North America,Cameroon,Consulting,Applications Development & Maintenance,150k,98,12,20,2017,7956,Daily,8,9880,84,10,16,36,National,IoT Sensors
Genpact,APAC,Jamaica,Consulting,Applications Development,100k,81,10,1,2017,9215,Weekly,4,126,95,10,5,15,International,RFID
Genpact,APAC,Guatemala,IT & Infrastructure,Service Desk,100k,79,18,14,2018,2521,Daily,15,5663,84,10,16,19,National,GPS Tracking
Capgemini,APAC,Macao,Consulting,Applications Development & Maintenance,150k,100,14,19,2018,3941,Weekly,6,2779,84,10,16,24,National,IoT Sensors
Capgemini,APAC,Latvia,IT & Infrastructure,Applications Development,100k,80,6,2,2016,9306,Weekly,1,6391,96,10,4,22,International,RFID
Infosys,North America,New Zealand,Consulting,Service Desk,100k,78,25,22,2014,8377,Daily,12,8325,77,7,20,18,National,GPS Tracking
Genpact,North America,United Arab Emirates,HR,Service Desk,100k,94,23,21,2018,2310,Monthly,10,2563,79,7,20,13,Local,GPS Tracking
Capgemini,North America,Uzbekistan,IT & Infrastructure,Mainframe services,150k,84,24,26,2017,1652,Monthly,19,2091,75,7,20,28,National,Blockchain
Capgemini,North America,Mauritania,HR,Service Desk,100k,79,24,21,2014,9892,Weekly,5,4478,78,7,20,16,Local,GPS Tracking
IBM,Europe,Cyprus,IT & Infrastructure,Mainframe services,150k,89,20,34,2014,6853,Weekly,16,699,73,7,20,22,International,Blockchain
Genpact,Europe,Nigeria,IT & Infrastructure,Service Desk,100k,90,16,27,2018,8063,Daily,7,4600,79,7,20,13,National,GPS Tracking
Capgemini,APAC,Tajikistan,IT & Infrastructure,Service Desk,100k,80,18,26,2017,1627,Monthly,14,2504,78,7,20,21,International,GPS Tracking
IBM,North America,Albania,Consulting,Applications Development,100k,70,2,6,2016,5208,Weekly,5,1398,96,10,4,22,National,RFID
Genpact,Europe,Serbia,IT & Infrastructure,Applications Development,100k,81,5,5,2018,4525,Daily,5,7258,96,10,4,21,National,RFID
Capgemini,APAC,Australia,HR,Applications Development & Maintenance,150k,79,20,11,2017,1082,Weekly,9,6771,85,10,15,31,Local,IoT Sensors
IBM,APAC,American Samoa,IT & Infrastructure,Applications Development,100k,77,5,5,2014,6318,Weekly,2,3721,96,10,4,19,Local,RFID
IBM,Europe,Marshall Islands,Consulting,Mainframe services,150k,85,27,38,2014,6618,Monthly,19,5680,68,6,20,25,National,Blockchain
Capgemini,APAC,Guinea,HR,Mainframe services,150k,92,27,47,2016,7390,Weekly,12,4289,64,6,20,35,National,Blockchain
IBM,APAC,Belgium,IT & Infrastructure,Applications Development,100k,93,2,8,2017,5981,Monthly,5,4881,95,10,5,20,National,RFID
Genpact,Europe,Yemen,Consulting,Service Desk,100k,88,15,14,2018,7805,Monthly,12,483,86,10,14,21,National,GPS Tracking
Infosys,APAC,Paraguay,Consulting,Service Desk,100k,76,23,14,2016,2812,Daily,11,9451,82,9,18,18,National,GPS Tracking
IBM,APAC,Tokelau,Consulting,Applications Development & Maintenance,150k,98,16,27,2017,6233,Daily,10,6050,79,7,20,25,International,IoT Sensors
Capgemini,APAC,Germany,Consulting,Applications Development,100k,85,9,9,2018,5690,Monthly,3,7463,92,10,8,20,Local,RFID
Capgemini,Europe,Georgia,IT & Infrastructure,Applications Development & Maintenance,150k,91,10,27,2014,7280,Weekly,7,9605,82,9,18,22,International,IoT Sensors
Genpact,APAC,Saint Martin,HR,Service Desk,100k,89,18,30,2014,7697,Weekly,11,474,76,7,20,12,National,GPS Tracking
Infosys,North America,Jordan,IT & Infrastructure,Applications Development & Maintenance,150k,93,20,25,2018,9377,Daily,9,3262,78,7,20,33,Local,IoT Sensors
Genpact,North America,China,IT & Infrastructure,Service Desk,100k,79,17,25,2014,1506,Weekly,8,3491,80,8,20,23,International,GPS Tracking
Genpact,APAC,New Caledonia,Consulting,Service Desk,100k,86,25,29,2014,6427,Weekly,8,2709,74,7,20,19,Local,GPS Tracking
Capgemini,Europe,Senegal,Consulting,Service Desk,100k,97,15,11,2018,2152,Monthly,6,6933,88,10,12,22,National,GPS Tracking
Capgemini,Europe,Mozambique,IT & Infrastructure,Applications Development,100k,79,9,1,2018,1653,Monthly,5,6053,96,10,4,19,National,RFID
Infosys,Europe,Mauritius,IT & Infrastructure,Service Desk,100k,81,16,14,2018,6567,Weekly,6,2425,85,10,15,16,Local,GPS Tracking
Infosys,North America,Vietnam,HR,Service Desk,100k,85,16,20,2016,5259,Daily,9,5710,82,9,18,22,National,GPS Tracking
Infosys,APAC,Falkland Islands (Malvinas),IT & Infrastructure,Service Desk,100k,86,19,28,2017,1425,Weekly,12,3721,77,7,20,16,National,GPS Tracking
Genpact,Europe,Maldives,HR,Mainframe services,150k,79,24,50,2018,8206,Monthly,14,4931,63,6,20,34,Local,Blockchain
Genpact,APAC,Namibia,IT & Infrastructure,Applications Development & Maintenance,150k,88,14,22,2017,3430,Daily,9,9672,82,9,18,20,Local,IoT Sensors
Genpact,North America,Guinea,HR,Mainframe services,150k,74,28,32,2017,9574,Weekly,18,6233,70,7,20,27,National,Blockchain
Capgemini,North America,United States Minor Outlying Islands,IT & Infrastructure,Service Desk,100k,91,23,25,2014,6609,Monthly,7,3783,77,7,20,14,National,GPS Tracking
Infosys,Europe,Bulgaria,IT & Infrastructure,Applications Development & Maintenance,150k,81,14,29,2018,8525,Daily,6,9429,79,7,20,36,International,IoT Sensors
Infosys,North America,Australia,HR,Applications Development,100k,73,4,4,2017,9313,Monthly,5,1200,96,10,4,17,National,RFID
Genpact,North America,Fiji,HR,Applications Development,100k,75,10,9,2016,4741,Daily,4,7572,91,10,9,15,Local,RFID
Genpact,Europe,Saint Lucia,IT & Infrastructure,Applications Development,100k,98,9,5,2016,9561,Monthly,3,5060,94,10,6,13,Local,RFID
Capgemini,APAC,Martinique,HR,Applications Development & Maintenance,150k,98,19,28,2014,6224,Daily,6,1296,77,7,20,27,Local,IoT Sensors
Infosys,Europe,Latvia,HR,Service Desk,100k,76,16,25,2018,5914,Daily,12,9427,80,8,20,15,Local,GPS Tracking
Capgemini,APAC,Norfolk Island,Consulting,Service Desk,100k,94,25,16,2018,5435,Daily,12,8170,80,8,20,21,International,GPS Tracking
IBM,North America,Cape Verde,HR,Applications Development & Maintenance,150k,77,17,26,2017,5510,Weekly,9,9295,79,7,20,21,International,IoT Sensors
Capgemini,APAC,Palau,Consulting,Mainframe services,150k,98,21,44,2018,9122,Monthly,17,2772,68,6,20,17,Local,Blockchain
Genpact,APAC,Latvia,IT & Infrastructure,Applications Development,100k,94,2,8,2016,4493,Weekly,3,5133,95,10,5,17,International,RFID
IBM,Europe,Belize,IT & Infrastructure,Mainframe services,150k,88,27,23,2016,6304,Weekly,18,2662,76,7,20,33,Local,Blockchain
Capgemini,Europe,Ethiopia,HR,Service Desk,100k,95,24,15,2018,5413,Daily,7,3847,81,9,19,17,National,GPS Tracking
IBM,Europe,United States of America,Consulting,Service Desk,100k,84,17,19,2017,7968,Weekly,10,9328,83,10,17,17,National,GPS Tracking
Genpact,North America,Finland,Consulting,Service Desk,100k,70,15,23,2016,4417,Daily,11,4293,82,9,18,17,National,GPS Tracking
IBM,Europe,Serbia,HR,Mainframe services,150k,93,26,45,2016,4522,Daily,15,8340,65,6,20,24,National,Blockchain
Capgemini,Europe,Nepal,HR,Mainframe services,150k,85,23,25,2014,7390,Daily,11,8079,77,7,20,22,Local,Blockchain
Infosys,Europe,Slovakia (Slovak Republic),Consulting,Mainframe services,150k,78,26,21,2017,8178,Monthly,19,4756,77,7,20,15,Local,Blockchain
Genpact,Europe,French Southern Territories,Consulting,Service Desk,100k,88,20,23,2016,2441,Daily,6,7280,79,7,20,14,Local,GPS Tracking
IBM,Europe,Gabon,IT & Infrastructure,Mainframe services,150k,74,30,28,2014,6143,Monthly,18,6018,71,7,20,29,National,Blockchain
IBM,North America,Egypt,IT & Infrastructure,Applications Development & Maintenance,150k,91,17,17,2017,5183,Daily,7,9989,84,10,16,26,International,IoT Sensors
Capgemini,APAC,French Southern Territories,HR,Applications Development,100k,71,7,7,2017,1265,Daily,1,9368,94,10,6,18,National,RFID
IBM,Europe,Turks and Caicos Islands,IT & Infrastructure,Applications Development,100k,93,9,8,2014,2509,Monthly,3,9247,92,10,8,16,Local,RFID
Genpact,APAC,Tajikistan,HR,Applications Development & Maintenance,150k,83,19,24,2017,8630,Monthly,5,7493,79,7,20,31,International,IoT Sensors
IBM,North America,United Kingdom,HR,Applications Development & Maintenance,150k,94,11,15,2018,1351,Monthly,7,6677,88,10,12,32,International,IoT Sensors
Genpact,North America,Ireland,Consulting,Mainframe services,150k,74,26,20,2017,4651,Daily,19,9674,77,7,20,12,International,Blockchain
IBM,Europe,Greece,HR,Mainframe services,150k,74,30,41,2016,3429,Monthly,17,3477,65,6,20,18,National,Blockchain
Genpact,Europe,Gibraltar,Consulting,Applications Development & Maintenance,150k,100,18,29,2014,6365,Daily,5,5266,77,7,20,13,Local,IoT Sensors
Genpact,APAC,Heard Island and McDonald Islands,Consulting,Applications Development & Maintenance,150k,70,12,23,2016,8203,Daily,7,2117,83,10,17,20,National,IoT Sensors
Capgemini,North America,Puerto Rico,IT & Infrastructure,Applications Development,100k,76,7,1,2018,3042,Weekly,2,1621,97,10,3,19,Local,RFID
IBM,Europe,Saint Pierre and Miquelon,Consulting,Applications Development,100k,83,2,8,2016,4446,Daily,2,1587,95,10,5,23,International,RFID
Infosys,APAC,Pitcairn Islands,Consulting,Mainframe services,150k,95,28,23,2018,7558,Weekly,14,1739,75,7,20,26,National,Blockchain
IBM,APAC,Egypt,HR,Mainframe services,150k,72,26,50,2018,8722,Weekly,11,359,62,6,20,32,National,Blockchain
Infosys,APAC,Dominica,HR,Mainframe services,150k,74,23,25,2016,8697,Daily,12,738,77,7,20,30,Local,Blockchain
Capgemini,APAC,Bhutan,Consulting,Applications Development & Maintenance,150k,75,14,21,2016,9496,Monthly,10,2580,83,10,17,31,International,IoT Sensors
Genpact,North America,Turkmenistan,Consulting,Applications Development & Maintenance,150k,90,12,10,2017,5344,Weekly,5,5360,89,10,11,27,Local,IoT Sensors
Genpact,North America,Albania,IT & Infrastructure,Applications Development,100k,87,8,1,2018,9604,Weekly,1,2881,96,10,4,23,Local,RFID
Infosys,APAC,Eritrea,Consulting,Applications Development,100k,84,4,2,2018,9793,Daily,3,7315,97,10,3,18,Local,RFID
IBM,Europe,Tuvalu,HR,Applications Development,100k,81,8,5,2014,8828,Weekly,4,8174,94,10,6,14,International,RFID
Genpact,Europe,Qatar,IT & Infrastructure,Applications Development & Maintenance,150k,93,18,14,2014,7616,Daily,6,4725,84,10,16,16,International,IoT Sensors
IBM,North America,Cote d'Ivoire,HR,Applications Development,100k,84,5,3,2017,3157,Daily,2,5473,97,10,3,23,National,RFID
Capgemini,Europe,India,IT & Infrastructure,Mainframe services,150k,95,29,43,2016,3984,Monthly,12,334,65,6,20,13,Local,Blockchain
Capgemini,North America,Cayman Islands,Consulting,Applications Development,100k,76,7,6,2018,8407,Daily,2,3619,94,10,6,12,National,RFID
IBM,North America,Rwanda,IT & Infrastructure,Mainframe services,150k,78,21,43,2017,8984,Monthly,17,9093,69,6,20,20,National,Blockchain
IBM,North America,Switzerland,HR,Applications Development,100k,70,9,5,2016,2549,Monthly,3,3821,94,10,6,13,National,RFID
IBM,North America,Kenya,Consulting,Applications Development,100k,87,5,3,2014,9269,Daily,5,3091,97,10,3,17,National,RFID
IBM,Europe,British Indian Ocean Territory (Chagos Archipelago),HR,Applications Development & Maintenance,150k,94,13,10,2016,9692,Daily,10,8702,89,10,11,18,Local,IoT Sensors
Genpact,APAC,Cocos (Keeling) Islands,HR,Mainframe services,150k,75,28,25,2016,3491,Monthly,13,8960,74,7,20,23,International,Blockchain
Capgemini,Europe,Cambodia,Consulting,Service Desk,100k,98,15,22,2018,8667,Daily,9,5374,82,9,18,16,Local,GPS Tracking
IBM,APAC,Yemen,HR,Mainframe services,150k,89,24,42,2014,1970,Daily,11,6823,67,6,20,29,Local,Blockchain
Capgemini,North America,Yemen,HR,Applications Development & Maintenance,150k,76,13,22,2016,6741,Weekly,6,1255,83,10,17,17,Local,IoT Sensors
Genpact,APAC,Timor-Leste,Consulting,Mainframe services,150k,74,21,43,2017,6365,Daily,16,276,69,6,20,35,International,Blockchain
Capgemini,APAC,South Africa,HR,Applications Development,100k,84,9,2,2017,3045,Monthly,3,8967,95,10,5,24,International,RFID
Capgemini,North America,Jordan,IT & Infrastructure,Service Desk,100k,90,20,18,2018,7978,Daily,6,9684,81,9,19,12,Local,GPS Tracking
IBM,APAC,Uzbekistan,HR,Service Desk,100k,85,23,13,2018,7908,Weekly,8,1028,83,10,17,13,International,GPS Tracking
Capgemini,Europe,Gambia,Consulting,Applications Development,100k,81,5,9,2014,1211,Weekly,3,1756,94,10,6,17,International,RFID
Capgemini,Europe,Brunei Darussalam,Consulting,Service Desk,100k,73,22,17,2018,7157,Daily,14,8602,81,9,19,21,International,GPS Tracking
Infosys,Europe,New Zealand,IT & Infrastructure,Service Desk,100k,73,16,28,2016,6909,Daily,14,9604,78,7,20,24,International,GPS Tracking
Capgemini,North America,Philippines,HR,Service Desk,100k,97,20,30,2014,7532,Weekly,5,7174,75,7,20,24,International,GPS Tracking
IBM,APAC,Luxembourg,Consulting,Applications Development,100k,99,3,1,2018,1464,Daily,5,7581,99,10,1,22,National,RFID
